survey_year,n_sites,lcc_prev,years_since_prev,latitude,longitude,noaa_max_dhw,noaa_mean_ssta,dhw_peak_prev_year,prev_share_other,prev_share_sand,prev_share_disturb,prev_share_pollution,prev_fish_butterflyfish,prev_fish_snapper,prev_fish_parrotfish,prev_fish_grouper,prev_fish_sweetlips,prev_fish_moray_eel,prev_inv_diadema_urchin,prev_inv_sea_cucumber,prev_inv_giant_clam,prev_inv_crown_of_thorns,prev_grazer_ratio,prev_n_highvalue_fish_absent,prev_n_curio_inverts_absent,prev_lcc_change,prev_island_vs_region_pct,prev_impact_anchor,prev_impact_nets,prev_impact_trash,prev_impact_bleaching,prev_impact_cot,prev_cot_outbreak,ecoregion_Malacca Strait,ecoregion_North Borneo,ecoregion_Sunda Shelf
-0.38213361866090173,-0.44078769026107506,-0.051610956559705344,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.9448797951313592,-0.1715908526554552,-0.9326724983330158,-0.4755347180656466,-0.24582325379845113,-0.6598951045869909,0.4352920271027934,-0.5209785533828919,-0.49375707991324197,0.2788933008602906,0.1920125927563055,-0.6509450984231425,0.5575899192679789,-0.6987343308143286,-0.054505274811900886,0.1767434116162705,0.5307551146952643,0.3254296547321211,-0.6379478838003826,0.6369833925109255,0.04308664904242647,-0.5948955372738086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.09304122889134941,-0.44078769026107506,-0.37815396828269393,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.7886546057407594,-0.27746605961307624,-0.8944677127492319,-0.7309424103883266,-0.37496545865609676,-0.8684073121371474,2.2780973060901166,0.13226255268198667,-0.4805968090333724,0.6097171649787793,-0.0639783868393578,-0.6509450984231425,-0.5108288841070049,-0.703385929821173,0.116748533843673,-0.18087971356702556,0.8480684087492977,2.6818548422298094,0.7671525184941308,0.6369833925109255,-0.48870967853621605,-0.7784612739793605,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1960511608782029,-0.44078769026107506,-0.6494013670365727,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.9807347566308411,-0.8068420944011808,-0.7391015847085103,-0.8318935927327887,-0.30091704330216995,-0.5252125481092671,2.3188094779431423,-0.563439225277109,-0.48988641200739796,0.4722621791830692,0.2728518494707256,0.08064285614104046,0.1466596102776005,-0.704130185662268,0.437603370750093,-0.15852826824306954,1.0596106047853198,4.962259760643282,-0.6379478838003826,0.6369833925109255,-0.39611455326369943,-0.9306865190522572,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4851435506477553,-0.44078769026107506,-0.49472309832568323,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.9371965890957559,-0.5950916804859387,-0.9301255126274302,-0.8602541476852746,-0.4707979797822009,0.40370673835784343,2.0341412285501947,-0.8475991064153312,-0.47750027470869716,-0.3035430796300063,-0.0639783868393578,-0.6509450984231425,-0.5108288841070049,-0.7009670983376138,0.8057006376304644,-0.0467710416232895,0.9538395067673089,0.1407219351934548,0.7671525184941308,0.6369833925109255,0.3171181684300093,-1.0327669775129058,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.7742359404173076,-0.44078769026107506,-0.4558667216446866,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.7143836140632611,-0.38334126657069667,-0.8868267556324749,-0.9218484650016445,-0.14772809293486955,0.020468101039729972,0.752685621392348,-0.7528791460359239,-0.44498666429960754,-0.361786717679036,-0.2862863428040129,-0.5338910256928733,-0.5108288841070049,-0.6909196444828299,0.68365769353109,0.1946245678754353,1.5091377713618672,-0.11659306433104451,0.7671525184941308,0.6369833925109255,0.12316891954838675,-1.2414051075245818,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.06332833018686,-0.44078769026107506,-0.751772974830736,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,1.3959369770491028,1.6282876656241005,-0.6652389992465281,-0.8344239245268624,-0.4804958306381925,0.3663878324512864,0.77517942726045,-0.3315386326240771,-0.4256333247703875,0.4256672687438454,-0.037031967934551116,-0.15346528931949807,-0.5108288841070049,-0.6940827318074841,0.8549115021866638,-0.0467710416232895,0.5307551146952643,0.14401303182403813,-0.6379478838003826,0.6369833925109255,-0.4374069739933352,-1.5897322859560925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.3524207199564122,-0.44078769026107506,-0.5410518551376402,-0.20666365779240292,-1.3672521682480703,-0.6678686135794055,-0.5402309439229205,-0.8068420944011808,1.4334772221560044,-0.8903356821437147,-0.2874483555018671,0.4537216139681315,0.5919219617482179,-0.22048764459304782,-0.47053307247817794,-0.09852547369742182,-0.4277550420542479,-0.6509450984231425,-0.1820846369147022,-0.631193113234948,0.12659070675491285,-0.19876086982619032,0.2927701441547391,-0.17087584332437014,-0.6379478838003826,0.6369833925109255,0.4109645791791815,-1.0632120265274851,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.1960511608782029,-0.18890901011188932,-0.7547619268831203,-0.20666365779240292,-1.3772051805804693,-0.7440139840861434,-0.9807347566308411,-0.8068420944011808,-0.7391015847085103,-0.5530519707349333,0.175475608290647,0.30085486235221076,1.3526045610949564,0.8671587970049751,-0.3923455807801291,-0.3198512982837346,-0.2323935049943995,0.9292848834354928,0.3932177956718275,-0.0024829914698603146,-0.39110758837630466,-0.40886445587137676,-0.4740703164758417,-0.196026322513643,0.7671525184941308,0.6369833925109255,0.04308664904242647,-1.056943928200954,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4851435506477553,-0.18890901011188932,-0.4080434888065372,-0.20666365779240292,-1.3772051805804693,-0.7440139840861434,-0.9371965890957559,-0.5950916804859387,-0.9301255126274302,-0.5493504931769079,0.2668352236216507,0.23026547623290913,0.7434595170219811,0.3902927895776137,-0.2762255436048089,-0.4526467930355223,-0.18523727191098788,1.134129510713464,1.215078413652584,0.022821707127373154,-0.39110758837630466,-0.40886445587137676,-0.4740703164758417,-0.1967170464978395,0.7671525184941308,0.6369833925109255,0.6386985359305061,-0.9288956338161055,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7742359404173076,-0.18890901011188932,0.23308672642990289,-0.20666365779240292,-1.3772051805804693,-0.7440139840861434,-0.7143836140632611,-0.38334126657069667,-0.8868267556324749,0.6414552142559318,-0.08235737652020213,-0.874831469983678,0.7872198116097061,1.4877378477666097,-0.22048792576065526,-0.09619572817546057,-0.32670597116122285,0.40254155614928094,-0.1820846369147022,0.11380698370124942,-0.39110758837630466,-0.3775724324178384,-0.4740703164758417,-0.19541686017464607,0.7671525184941308,0.6369833925109255,1.131705013732824,-0.415807013658636,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
